Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,33.0,32.0,0.0
Andhra Pradesh,1717.0,589.0,36.0
Arunachal Pradesh,1.0,1.0,0.0
Assam,43.0,32.0,1.0
Bihar,536.0,142.0,4.0
Chandigarh,111.0,21.0,1.0
Chhattisgarh,59.0,36.0,0.0
Dadra and Nagar Haveli,1.0,0.0,0.0
Delhi,5104.0,1468.0,64.0
Goa,7.0,7.0,0.0
Gujarat,6245.0,1381.0,368.0
Haryana,548.0,256.0,6.0
Himachal Pradesh,42.0,38.0,2.0
Jammu and Kashmir,741.0,320.0,8.0
Jharkhand,125.0,33.0,3.0
Karnataka,671.0,331.0,29.0
Kerala,502.0,462.0,4.0
Ladakh,41.0,17.0,0.0
Madhya Pradesh,3049.0,1000.0,176.0
Maharashtra,15525.0,2819.0,617.0
Manipur,2.0,2.0,0.0
Meghalaya,12.0,10.0,1.0
Mizoram,1.0,0.0,0.0
Odisha,175.0,60.0,1.0
Puducherry,9.0,6.0,0.0
Punjab,1451.0,133.0,25.0
Rajasthan,3158.0,1525.0,89.0
Tamil Nadu,4058.0,1485.0,33.0
Telangana,1096.0,585.0,29.0
Tripura,43.0,2.0,0.0
Uttarakhand,61.0,39.0,1.0
Uttar Pradesh,2880.0,987.0,56.0
West Bengal,1344.0,364.0,140.0
National Total,49391.0,14183.0,1694.0
