Region,Confirmed,Recovered/Migrated,Deceased
Andhra Pradesh,3.0,0.0,0.0
Chandigarh,1.0,0.0,0.0
Chhattisgarh,1.0,0.0,0.0
Delhi,14.0,2.0,1.0
Gujarat,2.0,0.0,0.0
Haryana,17.0,0.0,0.0
Jammu and Kashmir,4.0,0.0,0.0
Karnataka,15.0,0.0,1.0
Kerala,28.0,6.0,0.0
Ladakh,8.0,0.0,0.0
Maharashtra,49.0,0.0,1.0
Odisha,2.0,0.0,0.0
Puducherry,1.0,0.0,0.0
Punjab,2.0,0.0,1.0
Rajasthan,9.0,3.0,0.0
Tamil Nadu,3.0,1.0,0.0
Telangana,16.0,1.0,0.0
Uttar Pradesh,20.0,2.0,0.0
Uttarakhand,3.0,1.0,0.0
West Bengal,1.0,0.0,0.0
National Total,199.0,16.0,4.0
