Region,Confirmed,Recovered/Migrated,Deceased
Andhra Pradesh,40.0,1.0,0.0
Andaman and Nicobar Islands,10.0,0.0,0.0
Bihar,15.0,0.0,1.0
Chandigarh,13.0,0.0,0.0
Chhattisgarh,8.0,0.0,0.0
Delhi,97.0,6.0,2.0
Goa,5.0,0.0,0.0
Gujarat,73.0,3.0,6.0
Haryana,40.0,21.0,0.0
Himachal Pradesh,3.0,0.0,1.0
Jammu and Kashmir,54.0,2.0,2.0
Karnataka,83.0,5.0,3.0
Kerala,234.0,19.0,1.0
Ladakh,13.0,3.0,0.0
Madhya Pradesh,47.0,0.0,3.0
Maharashtra,216.0,39.0,9.0
Manipur,1.0,0.0,0.0
Mizoram,1.0,0.0,0.0
Odisha,3.0,0.0,0.0
Puducherry,1.0,0.0,0.0
Punjab,41.0,1.0,3.0
Rajasthan,74.0,3.0,0.0
Tamil Nadu,74.0,4.0,1.0
Telangana,79.0,1.0,1.0
Uttarakhand,7.0,2.0,0.0
Uttar Pradesh,101.0,14.0,0.0
West Bengal,26.0,0.0,2.0
National Total,1359.0,124.0,35.0
