Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,16.0,11.0,0.0
Andhra Pradesh,757.0,96.0,22.0
Arunachal Pradesh,1.0,1.0,0.0
Assam,35.0,19.0,1.0
Bihar,126.0,42.0,2.0
Chandigarh,27.0,14.0,0.0
Chhattisgarh,36.0,26.0,0.0
Delhi,2156.0,611.0,47.0
Goa,7.0,7.0,0.0
Gujarat,2178.0,139.0,90.0
Haryana,254.0,127.0,3.0
Himachal Pradesh,39.0,16.0,1.0
Jammu and Kashmir,380.0,81.0,5.0
Jharkhand,45.0,0.0,3.0
Karnataka,418.0,129.0,17.0
Kerala,427.0,307.0,3.0
Ladakh,18.0,14.0,0.0
Madhya Pradesh,1552.0,148.0,76.0
Maharashtra,5218.0,722.0,251.0
Manipur,2.0,2.0,0.0
Meghalaya,12.0,0.0,1.0
Mizoram,1.0,0.0,0.0
Odisha,79.0,24.0,1.0
Puducherry,7.0,3.0,0.0
Punjab,245.0,39.0,16.0
Rajasthan,1659.0,230.0,25.0
Tamil Nadu,1596.0,635.0,18.0
Telangana,928.0,194.0,23.0
Tripura,2.0,1.0,0.0
Uttarakhand,46.0,19.0,0.0
Uttar Pradesh,1294.0,140.0,20.0
West Bengal,423.0,73.0,15.0
National Total,19984.0,3870.0,640.0
