Region,Confirmed,Recovered/Migrated,Deceased
Andhra Pradesh,161.0,1.0,1.0
Andaman and Nicobar Islands,10.0,0.0,0.0
Arunachal Pradesh,1.0,0.0,0.0
Assam,24.0,0.0,0.0
Bihar,29.0,0.0,1.0
Chandigarh,18.0,0.0,0.0
Chhattisgarh,9.0,3.0,0.0
Delhi,386.0,8.0,6.0
Goa,6.0,0.0,0.0
Gujarat,95.0,10.0,9.0
Haryana,49.0,24.0,0.0
Himachal Pradesh,6.0,1.0,1.0
Jammu and Kashmir,75.0,3.0,2.0
Jharkhand,2.0,0.0,0.0
Karnataka,128.0,12.0,3.0
Kerala,295.0,41.0,2.0
Ladakh,14.0,3.0,0.0
Madhya Pradesh,104.0,0.0,6.0
Maharashtra,423.0,42.0,19.0
Manipur,2.0,0.0,0.0
Mizoram,1.0,0.0,0.0
Odisha,5.0,0.0,0.0
Puducherry,5.0,1.0,0.0
Punjab,53.0,1.0,5.0
Rajasthan,179.0,3.0,0.0
Tamil Nadu,411.0,6.0,1.0
Telangana,158.0,1.0,7.0
Uttarakhand,16.0,2.0,0.0
Uttar Pradesh,174.0,19.0,2.0
West Bengal,63.0,3.0,3.0
National Total,2902.0,184.0,68.0
