Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,44.0,33.0,0.0
Andhra Pradesh,7071.0,3641.0,90.0
Arunachal Pradesh,99.0,7.0,0.0
Assam,4605.0,2642.0,8.0
Bihar,6942.0,4926.0,44.0
Chandigarh,368.0,303.0,6.0
Chhattisgarh,1864.0,1180.0,10.0
Dadra and Nagar Haveli and Daman and Diu,57.0,12.0,0.0
Delhi,47102.0,17457.0,1904.0
Goa,656.0,96.0,0.0
Gujarat,25093.0,17430.0,1560.0
Haryana,8832.0,3952.0,130.0
Himachal Pradesh,569.0,372.0,8.0
Jammu and Kashmir,5406.0,2914.0,65.0
Jharkhand,1895.0,1151.0,10.0
Karnataka,7734.0,4804.0,102.0
Kerala,2697.0,1326.0,20.0
Ladakh,687.0,92.0,1.0
Madhya Pradesh,11244.0,8388.0,482.0
Maharashtra,116752.0,59166.0,5651.0
Manipur,552.0,192.0,0.0
Meghalaya,44.0,30.0,1.0
Mizoram,121.0,1.0,0.0
Nagaland,193.0,103.0,0.0
Odisha,4338.0,3047.0,11.0
Puducherry,245.0,109.0,7.0
Punjab,3497.0,2538.0,78.0
Rajasthan,13542.0,10467.0,313.0
Sikkim,70.0,4.0,0.0
Tamil Nadu,50193.0,27624.0,576.0
Telangana,5675.0,3071.0,192.0
Tripura,1135.0,556.0,1.0
Uttarakhand,2023.0,1254.0,26.0
Uttar Pradesh,14598.0,8904.0,435.0
West Bengal,12300.0,6533.0,506.0
National Total,358243.0,194325.0,12237.0
