Region,Confirmed,Recovered,Deceased
Andhra Pradesh,363.0,7.0,6.0
Andaman and Nicobar Islands,11.0,0.0,0.0
Arunachal Pradesh,1.0,0.0,0.0
Assam,29.0,0.0,0.0
Bihar,60.0,0.0,1.0
Chandigarh,18.0,7.0,0.0
Chhattisgarh,10.0,9.0,0.0
Delhi,898.0,25.0,13.0
Goa,7.0,1.0,0.0
Gujarat,241.0,26.0,17.0
Haryana,169.0,29.0,3.0
Himachal Pradesh,28.0,6.0,1.0
Jammu and Kashmir,184.0,6.0,4.0
Jharkhand,13.0,0.0,1.0
Karnataka,197.0,30.0,6.0
Kerala,357.0,96.0,2.0
Ladakh,15.0,10.0,0.0
Madhya Pradesh,259.0,0.0,16.0
Maharashtra,1364.0,125.0,97.0
Manipur,2.0,1.0,0.0
Mizoram,1.0,0.0,0.0
Odisha,44.0,2.0,1.0
Puducherry,5.0,1.0,0.0
Punjab,132.0,5.0,11.0
Rajasthan,463.0,21.0,3.0
Tamil Nadu,834.0,21.0,8.0
Telangana,473.0,35.0,7.0
Tripura,1.0,0.0,0.0
Uttarakhand,35.0,5.0,0.0
Uttar Pradesh,431.0,32.0,4.0
West Bengal,116.0,16.0,5.0
National Total,6761.0,516.0,206.0
