Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,33.0,33.0,0.0
Andhra Pradesh,2709.0,1763.0,55.0
Arunachal Pradesh,1.0,1.0,0.0
Assam,259.0,54.0,4.0
Bihar,2177.0,629.0,11.0
Chandigarh,218.0,178.0,3.0
Chhattisgarh,172.0,62.0,0.0
Dadra and Nagar Haveli and Daman and Diu,1.0,0.0,0.0
Delhi,12319.0,5897.0,208.0
Goa,54.0,16.0,0.0
Gujarat,13268.0,5880.0,802.0
Haryana,1067.0,706.0,16.0
Himachal Pradesh,168.0,59.0,3.0
Jammu and Kashmir,1489.0,720.0,20.0
Jharkhand,308.0,136.0,3.0
Karnataka,1743.0,597.0,41.0
Kerala,732.0,512.0,4.0
Ladakh,44.0,43.0,0.0
Madhya Pradesh,6170.0,3089.0,272.0
Maharashtra,44582.0,12583.0,1517.0
Manipur,26.0,2.0,0.0
Meghalaya,14.0,12.0,1.0
Mizoram,1.0,1.0,0.0
Odisha,1189.0,436.0,7.0
Puducherry,26.0,10.0,0.0
Punjab,2029.0,1847.0,39.0
Rajasthan,6494.0,3680.0,153.0
Tamil Nadu,14753.0,7128.0,98.0
Telangana,1761.0,1043.0,45.0
Tripura,175.0,152.0,0.0
Uttarakhand,153.0,56.0,1.0
Uttar Pradesh,5735.0,3238.0,152.0
West Bengal,3332.0,1221.0,265.0
National Total,123202.0,51784.0,3720.0
