Region,Confirmed,Recovered/Migrated,Deceased
Andhra Pradesh,483.0,16.0,9.0
Andaman and Nicobar Islands,11.0,10.0,0.0
Arunachal Pradesh,1.0,0.0,0.0
Assam,32.0,0.0,1.0
Bihar,66.0,29.0,1.0
Chandigarh,21.0,7.0,0.0
Chhattisgarh,33.0,13.0,0.0
Delhi,1561.0,30.0,30.0
Goa,7.0,5.0,0.0
Gujarat,650.0,59.0,28.0
Haryana,199.0,34.0,3.0
Himachal Pradesh,33.0,13.0,1.0
Jammu and Kashmir,278.0,30.0,4.0
Jharkhand,27.0,0.0,2.0
Karnataka,260.0,71.0,10.0
Kerala,387.0,211.0,3.0
Ladakh,17.0,10.0,0.0
Madhya Pradesh,730.0,51.0,50.0
Maharashtra,2687.0,259.0,178.0
Manipur,2.0,1.0,0.0
Meghalaya,1.0,0.0,0.0
Mizoram,1.0,0.0,0.0
Nagaland#,0.0,0.0,0.0
Odisha,60.0,18.0,1.0
Puducherry,7.0,1.0,0.0
Punjab,176.0,14.0,12.0
Rajasthan,969.0,147.0,3.0
Tamil Nadu,1204.0,81.0,12.0
Telangana,624.0,100.0,17.0
Tripura,2.0,0.0,0.0
Uttarakhand,37.0,9.0,0.0
Uttar Pradesh,660.0,50.0,5.0
West Bengal,213.0,37.0,7.0
National Total,11439.0,1306.0,377.0
