Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,33.0,33.0,0.0
Andhra Pradesh,3110.0,1896.0,56.0
Arunachal Pradesh,2.0,1.0,0.0
Assam,526.0,62.0,4.0
Bihar,2730.0,749.0,13.0
Chandigarh,238.0,186.0,3.0
Chhattisgarh,291.0,72.0,0.0
Dadra and Nagar Haveli,2.0,0.0,0.0
Delhi,14053.0,6771.0,276.0
Goa,67.0,19.0,0.0
Gujarat,14460.0,6636.0,888.0
Haryana,1184.0,765.0,16.0
Himachal Pradesh,223.0,67.0,5.0
Jammu and Kashmir,1668.0,809.0,23.0
Jharkhand,377.0,148.0,4.0
Karnataka,2182.0,705.0,44.0
Kerala,896.0,532.0,5.0
Ladakh,52.0,43.0,0.0
Madhya Pradesh,6859.0,3571.0,300.0
Maharashtra,52667.0,15786.0,1695.0
Manipur,39.0,4.0,0.0
Meghalaya,14.0,12.0,1.0
Mizoram,1.0,1.0,0.0
Nagaland,3.0,0.0,0.0
Odisha,1438.0,649.0,7.0
Puducherry,41.0,12.0,0.0
Punjab,2060.0,1898.0,40.0
Rajasthan,7300.0,3951.0,167.0
Sikkim,1.0,0.0,0.0
Tamil Nadu,17082.0,8731.0,118.0
Telangana,1920.0,1164.0,56.0
Tripura,194.0,165.0,0.0
Uttarakhand,349.0,58.0,3.0
Uttar Pradesh,6532.0,3581.0,165.0
West Bengal,3816.0,1414.0,278.0
National Total,142410.0,60491.0,4167.0
