Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,33.0,33.0,0.0
Andhra Pradesh,2205.0,1192.0,48.0
Arunachal Pradesh,1.0,1.0,0.0
Assam,87.0,39.0,2.0
Bihar,994.0,411.0,7.0
Chandigarh,191.0,37.0,3.0
Chhattisgarh,60.0,56.0,0.0
Dadra and Nagar Haveli and Daman and Diu,1.0,0.0,0.0
Delhi,8470.0,3045.0,115.0
Goa,14.0,7.0,0.0
Gujarat,9591.0,3753.0,586.0
Haryana,818.0,439.0,11.0
Himachal Pradesh,74.0,39.0,2.0
Jammu and Kashmir,983.0,485.0,11.0
Jharkhand,197.0,87.0,3.0
Karnataka,987.0,460.0,35.0
Kerala,560.0,491.0,4.0
Ladakh,43.0,22.0,0.0
Madhya Pradesh,4426.0,2171.0,237.0
Maharashtra,27524.0,6059.0,1019.0
Manipur,3.0,2.0,0.0
Meghalaya,13.0,11.0,1.0
Mizoram,1.0,1.0,0.0
Odisha,611.0,158.0,3.0
Puducherry,13.0,9.0,1.0
Punjab,1935.0,223.0,32.0
Rajasthan,4534.0,2580.0,125.0
Tamil Nadu,9674.0,2240.0,66.0
Telangana,1414.0,950.0,34.0
Tripura,156.0,29.0,0.0
Uttarakhand,78.0,50.0,1.0
Uttar Pradesh,3902.0,2072.0,88.0
West Bengal,2377.0,768.0,215.0
National Total,81970.0,27920.0,2649.0
