Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,11.0,10.0,0.0
Andhra Pradesh,534.0,20.0,14.0
Arunachal Pradesh,1.0,0.0,0.0
Assam,33.0,5.0,1.0
Bihar,74.0,29.0,1.0
Chandigarh,21.0,7.0,0.0
Chhattisgarh,33.0,17.0,0.0
Delhi,1578.0,42.0,32.0
Goa,7.0,5.0,0.0
Gujarat,871.0,64.0,36.0
Haryana,205.0,43.0,3.0
Himachal Pradesh,35.0,16.0,1.0
Jammu and Kashmir,300.0,36.0,4.0
Jharkhand,28.0,0.0,2.0
Karnataka,315.0,82.0,13.0
Kerala,388.0,218.0,3.0
Ladakh,17.0,10.0,0.0
Madhya Pradesh,1120.0,64.0,53.0
Maharashtra,2919.0,295.0,187.0
Manipur,2.0,1.0,0.0
Meghalaya,7.0,0.0,1.0
Mizoram,1.0,0.0,0.0
Odisha,60.0,18.0,1.0
Puducherry,7.0,1.0,0.0
Punjab,186.0,27.0,13.0
Rajasthan,1023.0,147.0,3.0
Tamil Nadu,1242.0,118.0,14.0
Telangana,698.0,120.0,18.0
Tripura,2.0,1.0,0.0
Uttarakhand,37.0,9.0,0.0
Uttar Pradesh,773.0,68.0,13.0
West Bengal,231.0,42.0,7.0
National Total,12759.0,1515.0,420.0
