Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,72.0,43.0,0.0
Andhra Pradesh,12285.0,5480.0,157.0
Arunachal Pradesh,177.0,54.0,1.0
Assam,6816.0,4500.0,9.0
Bihar,8931.0,6843.0,59.0
Chandigarh,428.0,335.0,6.0
Chhattisgarh,2545.0,1914.0,13.0
Dadra and Nagar Haveli and Daman and Diu,177.0,55.0,0.0
Delhi,80188.0,49301.0,2558.0
Goa,1128.0,420.0,2.0
Gujarat,30709.0,22409.0,1789.0
Haryana,13427.0,8472.0,218.0
Himachal Pradesh,894.0,509.0,9.0
Jammu and Kashmir,6966.0,4225.0,93.0
Jharkhand,2339.0,1724.0,12.0
Karnataka,11923.0,7287.0,191.0
Kerala,4071.0,2110.0,22.0
Ladakh,960.0,554.0,1.0
Madhya Pradesh,12965.0,9971.0,550.0
Maharashtra,159133.0,84245.0,7273.0
Manipur,1092.0,432.0,0.0
Meghalaya,47.0,42.0,1.0
Mizoram,148.0,55.0,0.0
Nagaland,387.0,164.0,0.0
Odisha,6350.0,4606.0,18.0
Puducherry,619.0,221.0,10.0
Punjab,5056.0,3320.0,128.0
Rajasthan,16944.0,13367.0,391.0
Sikkim,87.0,46.0,0.0
Tamil Nadu,78335.0,44094.0,1025.0
Telangana,13436.0,4928.0,243.0
Tripura,1334.0,1071.0,1.0
Uttarakhand,2791.0,1912.0,37.0
Uttar Pradesh,21549.0,14215.0,649.0
West Bengal,16711.0,10789.0,629.0
National Total,521020.0,309713.0,16095.0
