Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,33.0,16.0,0.0
Andhra Pradesh,1463.0,403.0,33.0
Arunachal Pradesh,1.0,1.0,0.0
Assam,42.0,29.0,1.0
Bihar,426.0,82.0,2.0
Chandigarh,56.0,17.0,0.0
Chhattisgarh,40.0,36.0,0.0
Delhi,3515.0,1094.0,59.0
Goa,7.0,7.0,0.0
Gujarat,4395.0,613.0,214.0
Haryana,313.0,209.0,3.0
Himachal Pradesh,40.0,28.0,1.0
Jammu and Kashmir,614.0,216.0,8.0
Jharkhand,111.0,20.0,3.0
Karnataka,576.0,235.0,22.0
Kerala,497.0,383.0,4.0
Ladakh,22.0,16.0,0.0
Madhya Pradesh,2719.0,482.0,137.0
Maharashtra,10498.0,1773.0,459.0
Manipur,2.0,2.0,0.0
Meghalaya,12.0,0.0,1.0
Mizoram,1.0,0.0,0.0
Odisha,143.0,41.0,1.0
Puducherry,8.0,5.0,0.0
Punjab,357.0,90.0,19.0
Rajasthan,2584.0,836.0,58.0
Tamil Nadu,2323.0,1258.0,27.0
Telangana,1039.0,441.0,26.0
Tripura,2.0,2.0,0.0
Uttarakhand,57.0,36.0,0.0
Uttar Pradesh,2281.0,555.0,41.0
West Bengal,795.0,139.0,33.0
National Total,34972.0,9065.0,1152.0
